,noun
13269,단어
13270,대부분
13271,장애
13272,사람
13273,생각
13274,이건
13275,소리야
13276,주제
13277,대화
13278,진행
13279,해석
13280,정상인
13281,장애
13282,사람
13283,의미
13284,해석
13285,맥락
13286,정상
13287,단어
13288,장애인
13289,의미
13290,사용
13291,문제
13292,사실
13293,장애인
13294,단어
13295,자체
13296,실상
13297,본인
13298,장애인
13299,직접적
13300,배려
13301,말로
13302,장애인
13303,배려
13304,선심
13305,위선자
13306,실효
13307,짓거리
13308,자신
13309,허영심
13310,만족
13311,이용
13312,사실
13313,핀트
13314,장애인
13315,단어
13316,정상인
13317,정상인
13318,장애인
13319,동치
13320,어가
13321,생각
13322,장애
13323,사람
13324,통칭
13325,단어
13326,상인
13327,장애
13328,사람
13329,정상인
13330,신체적
13331,정상인
13332,장애
13333,애초
13334,무엇
13335,비정상
13336,비정
13337,상임
13338,민간
13339,단어
13340,군인
13341,사람
13342,정확
13343,가치
13344,판단
13345,정의
13346,단어
13347,군인
13348,소수
13349,기준
13350,단어
13351,소수
13352,특성
13353,강한
13354,사람
13355,기준
13356,귀천
13357,청력
13358,이랑
13359,상관
13360,기분
13361,특정
13362,상황
13363,형사
13364,처벌
13365,모욕죄
13366,대상
13367,사람
13368,배려
13369,도덕
13370,규범
13371,파생
13372,요청
13373,규범
13374,구별
13375,논리
13376,비정상
13377,초점
13378,트라
13379,질문
13380,도덕
13381,규범
13382,비속어
13383,대답
13384,남성
13385,국방
13386,의무
13387,감수
13388,오기
13389,여초
13390,안산
13391,신이
13392,빨갱이
13393,장애인
13394,인권
13395,지하철
13396,필요
13397,거지
13398,명절
13399,사촌
13400,동생
13401,소장품
13402,보고
13403,동생
13404,양보
13405,물건
13406,생색
13407,지가
13408,꼰대
13409,사회성
13410,기가
13411,거지
13412,생활
13413,사회
13414,이상
13415,자대
13416,몰입
13417,다라
13418,공식
13419,선임
13420,후임
13421,터치
13422,거의
13423,전역
13424,슬리퍼
13425,자로
13426,성대
13427,선임
13428,신병
13429,실수
13430,내서
13431,정치
13432,성대
13433,동기
13434,미친놈
13435,자기도
13436,후임
13437,가라치
13438,개지랄
13439,다리
13440,근무
13441,기수
13442,후임
13443,부족
13444,계속
13445,재해
13446,남자
13447,성별
13448,여자
13449,생각
13450,헬스
13451,남녀
13452,허세
13453,허세
13454,거지
13455,절벽
13456,얼굴
13457,반반
13458,남자
13459,어필
13460,번호
13461,술집
13462,절벽
13463,한남
13464,미안
13465,부심
13466,적합
13467,미러
13468,절벽
13469,가나
13470,상위
13471,포식자
13472,이해
13473,나도
13474,얼굴
13475,스타
13476,여자
13477,허세
13478,특유
13479,허세
13480,눈치
13481,여자애
13482,운동
13483,자야
13484,관리
13485,여자
13486,어중간
13487,이하
13488,남자
13489,사이
13490,여왕
13491,여자
13492,예시
13493,주변
13494,스스로
13495,생각
13496,여자
13497,운동
13498,얘기
13499,나도
13500,완전
13501,동감
13502,혐오
13503,발작
13504,버튼
13505,여자
13506,머리채
13507,여자
13508,국어
13509,여자
13510,설치
13511,거지
13512,헬스
13513,덕대
13514,마음
13515,이해
13516,마음
13517,우리나라
13518,외모
13519,지상주의
13520,남자
13521,마초
13522,환상
13523,공중파
13524,남자
13525,하등
13526,쓸모
13527,나라
13528,좌파
13529,쓰레기
13530,장애인
13531,이미지
13532,나락
13533,주범
13534,좌파
13535,이미지
13536,나락
13537,주범
13538,생각
13539,좌파
13540,학력
13541,분탕
13542,벌이
13543,여자
13544,여자
13545,희생
13546,남자
13547,희생
13548,화목
13549,거지
13550,여자
13551,결혼
13552,여자
13553,시작
13554,이득
13555,시험지
13556,영향
13557,반경
13558,이내
13559,쎄이
13560,대학원
13561,자진
13562,입대
13563,선임
13564,작전
13565,덕분
13566,대학원
13567,해병
13568,나라
13569,남자
13570,차별
13571,인식
13572,돼지
13573,남도
13574,출격
13575,목표
13576,지금
13577,이직
13578,응원
13579,나도
13580,올림픽
13581,면접
13582,근처
13583,세로
13584,멸망
13585,추지
13586,애초
13587,남자
13588,외모
13589,성격
13590,소극적
13591,연애
13592,이상
13593,남자
13594,안됨
13595,자기
13596,객관화
13597,여자
13598,남녀
13599,구분
13600,남자
13601,수준
13602,여자
13603,기사
13604,여성
13605,반영
13606,의도
13607,유추
13608,지성
13609,남녀
13610,갈등
13611,남자
13612,양옆
13613,형사
13614,수갑
13615,여자
13616,사실
13617,객관적
13618,여자
13619,절대적
13620,생각
13621,문제
13622,범죄자
13623,운동
13624,여자
13625,포승줄
13626,확률
13627,도주
13628,위험
13629,극한
13630,희귀
13631,케이스
13632,비교
13633,여자
13634,통계적
13635,트임
13636,반대
13637,대가리
13638,대지
13639,남자
13640,결혼
13641,출산
13642,여자
13643,죄악
13644,인식
13645,출산
13646,휴가
13647,눈치
13648,주고
13649,불이익
13650,기업
13651,대가리
13652,소건
13653,중견
13654,대기업
13655,사업체
13656,이민자
13657,노인
13658,복지
13659,부양
13660,인구
13661,허리
13662,보강
13663,공사
13664,스킨
13665,민트
13666,평소
13667,감기
13668,마스크
13669,민폐
13670,혐오
13671,이유
13672,피해
13673,혐오
13674,혐오
13675,퀴즈
13676,남자
13677,불합리
13678,집단적
13679,이유
13680,반항
13681,능력
13682,단체
13683,거세
13684,일방적
13685,남자
13686,프라이드
13687,속물
13688,근성
13689,커리어
13690,생각
13691,나도
13692,커리어
13693,고민
13694,임금
13695,사람
13696,귀천
13697,주니어
13698,대기업
13699,대리
13700,과장
13701,취급
13702,무시
13703,전문직
13704,의사
13705,한국산
13706,러시아
13707,총알
13708,중국산
13709,매너
13710,흡연
13711,병장
13712,수해
13713,장내
13714,기능
13715,대장
13716,소장
13717,기능
13718,설사
13719,돼지
13720,남도
13721,출격
13722,면허
13723,기능
13724,옛날
13725,점심
13726,희생
13727,치부
13728,미필
13729,기분
13730,직업
13731,지금
13732,징집
13733,강제
13734,나라
13735,지탱
13736,사실
13737,자체
13738,덕분
13739,지네
13740,애비
13741,대한민국
13742,자유
13743,수호
13744,병사
13745,자유
13746,근본
13747,풍습
13748,선진국
13749,타령
13750,한숨
13751,진정
13752,세인
13753,구릉
13754,투표율
13755,학교
13756,여론
13757,도태
13758,망상
13759,혐오
13760,생각
13761,비판
13762,학생
13763,잘못
13764,반감
13765,컨트롤
13766,노력
13767,사람
13768,취급
13769,전형
13770,인척
13771,잘못
13772,논리적
13773,인척
13774,사람
13775,소변
13776,섹스
13777,외국인
13778,애가
13779,태생
13780,애교
13781,남녀
13782,여자
13783,남자
13784,정시
13785,논술
13786,학점
13787,생각
13788,덕분
13789,회사
13790,집중
13791,여자
13792,버전
13793,한남
13794,이상
13795,코르셋
13796,남자
13797,연애
13798,여성
13799,인권
13800,퇴보
13801,여자
13802,흉내
13803,자지
13804,줄임말
13805,거인
13806,자로
13807,여성
13808,여성
13809,인권
13810,퇴보
13811,연애
13812,아름다움
13813,도태
13814,신포
13815,돼지
13816,남도
13817,출격
13818,학교
13819,학교
13820,시험
13821,단박
13822,합격
13823,이과
13824,이과
13825,머리
13826,프로그래밍
13827,돌이
13828,정도
13829,평균
13830,스쿨
13831,수명
13832,연장
13833,가능
13834,백수
13835,소리
13836,제가
13837,사실
13838,작년
13839,파이널
13840,리스트
13841,관심
13842,종교
13843,권유
13844,다단계
13845,가스
13846,라이팅
13847,사람
13848,감정적
13849,고통
13850,착취
13851,여자
13852,자위
13853,정신
13854,도움
13855,외적
13856,가슴
13857,머리
13858,커버
13859,안일
13860,마인드
13861,인생
13862,최대
13863,역사
13864,남친
13865,남자애
13866,여지
13867,객관화
13868,여초
13869,객관화
13870,스스로
13871,자존
13872,객관적
13873,정도
13874,외모
13875,레벨
13876,정도
13877,외모
13878,여자애
13879,은연중
13880,과시
13881,비교
13882,자신감
13883,주위
13884,보통
13885,부모님
13886,공주
13887,연애
13888,성적
13889,다수
13890,여자
13891,남자
13892,외모
13893,자존
13894,안됨
13895,추남
13896,저질
13897,추녀
13898,용기
13899,모습
13900,언니
13901,남자
13902,몽도
13903,방탄
13904,해당
13905,자적
13906,열등감
13907,소리
13908,테러범
13909,옹호
13910,총소리
13911,이랑
13912,소리
13913,애초
13914,건물
13915,담배
13916,사람
13917,흡연자
13918,무시
13919,정치
13920,병자
13921,상대
13922,장애
13923,원주민
13924,수준
13925,얼룩이
13926,친구
13927,사람
13928,선배
13929,새내기
13930,개봉
13931,중고
13932,코로나
13933,세대
13934,이전
13935,학생회
13936,역량
13937,애새끼
13938,주제
13939,생각
13940,체감
13941,체감
13942,체감
13943,체감
13944,투표
13945,마르크스주의
13946,학회
13947,대자보
13948,간첩
13949,정상적
13950,사고
13951,회로
13952,주장
13953,동료
13954,시민
13955,의견
13956,한미
13957,동맹
13958,파기
13959,중국
13960,북한
13961,이기기
13962,중국
13963,간첩
13964,빨갱이
13965,단어
13966,민주주의
13967,자유
13968,평등
13969,가치
13970,적극적
13971,파괴
13972,주장
13973,공연
13974,자유
13975,거지
13976,유럽
13977,이슬람
13978,샤리아
13979,자치권
13980,단체
13981,활동
13982,억압
13983,발언
13984,내가
13985,차별
13986,금지법
13987,반대
13988,이유
13989,발언
13990,무제한
13991,보장
13992,실질적
13993,액션
13994,시작
13995,개입
13996,중국
13997,수록
13998,중국
13999,방향
14000,사회
14001,중국
14002,중국
14003,좌파
14004,발작
14005,우파
14006,날조
14007,발작
14008,좌파
14009,상대
14010,가치관
14011,조선인
14012,기본
14013,세팅
14014,사회
14015,문화
14016,정치
14017,현상
14018,지방
14019,사회
14020,대가리
14021,특이
14022,나태
14023,비약
14024,시골
14025,인간
14026,기질
14027,서울
14028,공부
14029,환경
14030,성실
14031,난치
14032,질환
14033,자아
14034,비판
14035,근본
14036,문장
14037,원래
14038,빨갱이
14039,예전
14040,자본
14041,주의자
14042,위선
14043,거짓
14044,인민
14045,계몽
14046,의식
14047,집단
14048,자위
14049,습관
14050,진정
14051,사회
14052,주의자
14053,가족
14054,러시아
14055,돌림빵
14056,러시아
14057,군도
14058,반박
14059,마르
14060,창녀
14061,대림
14062,초등학교
14063,신입생
14064,명이
14065,조선족
14066,중국인
14067,교육
14068,과정
14069,중국어
14070,운영
14071,나토
14072,회원국
14073,명시
14074,약속
14075,나토
14076,동진
14077,불가
14078,주장
14079,베이커
14080,장관
14081,동독
14082,나토군
14083,배치
14084,거지
14085,동유럽
14086,개별
14087,주권
14088,국가
14089,자기
14090,의사
14091,나토
14092,가입
14093,거절
14094,개별
14095,주권
14096,국가
14097,국제
14098,기구
14099,자기
14100,의사
14101,참여
14102,침략
14103,전쟁
14104,정당화
14105,반론
14106,여지
14107,허용
14108,우리나라
14109,중국
14110,침공
14111,미국
14112,개소리
14113,러시아
14114,욕은
14115,문장
14116,러시아
14117,징벌
14118,러시아
14119,똘마니
14120,평화
14121,생각
14122,소비
14123,히틀러
14124,총통
14125,작전
14126,시작
14127,항복
14128,북한
14129,낙동강
14130,항복
14131,사람
14132,평화
14133,소리
14134,기계적
14135,평화
14136,평화
14137,얘기
14138,자칭
14139,진보
14140,혐오
14141,현재
14142,러시아
14143,러시아
14144,국토
14145,시골
14146,위주
14147,극동
14148,시베리아
14149,카프
14150,카스
14151,지역
14152,지방
14153,공화국
14154,집중적
14155,징집
14156,중임
14157,모스크
14158,부르크
14159,부르크
14160,사마라
14161,시브
14162,니즈
14163,노브
14164,러시아
14165,주요
14166,대도시
14167,징집
14168,러시아
14169,상위
14170,프로
14171,집중적
14172,거주
14173,도시
14174,지역
14175,러시아
14176,상황
14177,체감
14178,하층민
14179,위주
14180,징집
14181,영향력
14182,사람
14183,위주
14184,좌표
14185,선동
14186,민주화
14187,운동
14188,지지
14189,대자보
14190,중국인
14191,유학생
14192,대자보
14193,신성시
14194,작금
14195,대자보
14196,실질적
14197,빨갱이
14198,광고
14199,선전
14200,매체
14201,이상
14202,이하
14203,시대
14204,흐름
14205,운동권
14206,발목
14207,사상
14208,남성
14209,국방
14210,의무
14211,감수
14212,오기
14213,메달
14214,당시
14215,모두
14216,안산
14217,억지
14218,생각
14219,용서
14220,안산
14221,시민
14222,살인
14223,사건
14224,장애인
14225,정신
14226,기부
14227,가족
14228,우물
14229,발언권
14230,난민
14231,중동
14232,정신
14233,예수
14234,본인
14235,하느님
14236,내가
14237,기분
14238,내가
14239,사람
14240,내가
14241,사람
14242,외모
14243,성격
14244,좌우
14245,명문대
14246,지방
14247,심성
14248,교환
14249,문란
14250,이과
14251,외모
14252,하향
14253,평준
14254,문과
14255,주변
14256,케이스
14257,내가
14258,사람
14259,편견
14260,유사
14261,열등감
14262,반대
14263,근육
14264,나시
14265,허벅지
14266,여자
14267,다정
14268,남자
14269,스타일
14270,동성
14271,남자
14272,여자
14273,허세
14274,가식
14275,덩어리
14276,열등감
14277,항목
14278,자체
14279,사람
14280,몸매
14281,성격
14282,주위
14283,사친
14284,이유
14285,남자
14286,눈치
14287,남자애
14288,본적
14289,남자
14290,본인
14291,해당
14292,여자
14293,남자
14294,여자
14295,나도
14296,일반화
14297,여자
14298,여우
14299,여자
14300,감정
14301,여자
14302,여우
14303,여자
14304,도태
14305,애초
14306,애가
14307,여우
14308,여자
14309,입장
14310,남자애
14311,바보
14312,여우
14313,도태
14314,드립
14315,여자애
14316,행동
14317,사람
14318,사람
14319,성격
14320,경계선
14321,생각
14322,도태
14323,포지션
14324,주변
14325,개념
14326,사람
14327,정정
14328,현실
14329,삶이
14330,치우
14331,사람
14332,도태
14333,머리
14334,도태
14335,보고
14336,도태
14337,정신
14338,승리
14339,거지
14340,공부
14341,다행
14342,생각
14343,열등감
14344,프레임
14345,여자애
14346,여자
14347,입장
14348,남자
14349,입장
14350,열등감
14351,남미
14352,열등감
14353,숙명
14354,여대
14355,단어
14356,발작
14357,버튼
14358,여자애
14359,지금
14360,열등감
14361,도태
14362,급증
14363,좌표
14364,해석
14365,열등감
14366,도태
14367,패주
14368,세요
14369,돼지
14370,축하
14371,정신
14372,단어
14373,한의
14374,방탄
14375,면제
14376,여자
14377,동네
14378,중년
14379,의사
14380,이해
14381,출세
14382,저능아
14383,입결
14384,꼴찌
14385,수인
14386,차이
14387,도로
14388,거지
14389,수준
14390,숫자
14391,비교
14392,세무사
14393,의대
14394,세무사
14395,대임
14396,공대
14397,이과
14398,반수
14399,메디컬
14400,의대
14401,의대
14402,경영
14403,경대
14404,사과
14405,문과
14406,스쿨
14407,준비
14408,스쿨
14409,가능
14410,여자
14411,불편
14412,보임
14413,부분
14414,불편
14415,이랑
14416,친구
14417,전제
14418,거지
14419,세계
14420,경험
14421,여자
14422,불편
14423,생각
14424,여자
14425,결혼
14426,애초
14427,커리어
14428,수준
14429,사람
14430,결혼
14431,사람
14432,대부분
14433,여자
14434,태반
14435,문과
14436,대기업
14437,여자
14438,태반
14439,준비
14440,사람
14441,살길
14442,거지
14443,졸지
14444,울음
14445,바다
14446,기준
14447,여자
14448,얼굴
14449,사람
14450,이랑
14451,나중
14452,사랑
14453,남자
14454,결혼
14455,취급
14456,외모
14457,여성
14458,남자
14459,생각
14460,결혼
14461,내가
14462,소문
14463,놀림
14464,비웃음
14465,학창
14466,시절
14467,이제
14468,결혼
14469,머리
14470,후반
14471,고졸
14472,지방
14473,전문대
14474,결혼
14475,월세방
14476,혼전
14477,임신
14478,이혼
14479,반면
14480,인턴
14481,남녀
14482,불문
14483,결혼
14484,생각
14485,시작
14486,외모
14487,의대
14488,거지
14489,전문의
14490,배우자
14491,고통
14492,남자
14493,여자
14494,남자
14495,처녀성
14496,가치
14497,남자
14498,무경험
14499,무능력
14500,상징
14501,처녀성
14502,감흥
14503,감정
14504,의미
14505,여행가
14506,행복
14507,사람
14508,반면
14509,이전
14510,기억
14511,선명
14512,반추
14513,사람
14514,의미
14515,섹스
14516,포함
14517,포괄적
14518,여자
14519,여자
14520,연막
14521,보통
14522,남자
14523,처녀성
14524,선호
14525,반발심
14526,정작
14527,경험
14528,남자
14529,여자
14530,남자
14531,처녀
14532,늙은이
14533,나중
14534,상대
14535,외모
14536,감정
14537,거가
14538,한계
14539,효용
14540,체감
14541,법칙
14542,처녀성
14543,모든
14544,문화권
14545,중요시
14546,남자
14547,한계
14548,효용
14549,체감
14550,법칙
14551,카투사
14552,미군
14553,이랑
14554,얘기
14555,사람
14556,처녀
14557,남자
14558,얘기
14559,문화권
14560,처녀
14561,선호
14562,걸레
14563,여자
14564,남자
14565,연애
14566,결혼
14567,생활
14568,집중
14569,사례
14570,가부
14571,장제
14572,남자
14573,사례
14574,생각
14575,존재
14576,상대
14577,성별
14578,전체
14579,혐오
14580,정상적
14581,사람
14582,생각
14583,자신
14584,생각
14585,패배주의
14586,태도
14587,파괴
14588,남자
14589,사람
14590,현생
14591,설거지
14592,볼일
14593,백수
14594,상가
14595,성격
14596,사람
14597,정도
14598,사람
14599,중반
14600,결혼
14601,최근
14602,대화
14603,말거
14604,여자
14605,잠재적
14606,혐오
14607,상대
14608,여자
14609,시절
14610,나이
14611,자기
14612,역정
14613,소름
14614,토리
14615,한번
14616,유학
14617,여자일
14618,확률
14619,나이
14620,여자
14621,대생
14622,스쿨
14623,양아치
14624,교수
14625,천국
14626,남자
14627,여자
14628,연애
14629,사람
14630,잘만
14631,도태
14632,한남
14633,문란
14634,아녀
14635,외국
14636,야망
14637,외국
14638,클럽
14639,흑인
14640,여자
14641,동양인
14642,최하위
14643,차이점
14644,남자
14645,성욕
14646,여자
14647,남자
14648,성욕
14649,체격
14650,여자
14651,매력
14652,요소
14653,남자
14654,유학
14655,관련
14656,거품
14657,열등감
14658,아시
14659,인기
14660,열등감
14661,양남
14662,열등감
14663,국내
14664,외국
14665,문란
14666,문란
14667,한남
14668,스스로
14669,문란
14670,생각
14671,양공주
14672,스타일
14673,문란
14674,남자
14675,당장
14676,우리나라
14677,한국
14678,남자
14679,동남아
14680,여자
14681,한국
14682,남자
14683,여자
14684,반대
14685,게이
14686,아시안
14687,남성
14688,인기
14689,남자
14690,돼지
14691,운전면허
14692,필기
14693,보행자
14694,주의
14695,사고
14696,합격
14697,운전면허
14698,필기
14699,공부
14700,동아리
14701,대표
14702,회의
14703,참석
14704,동아리
14705,회장
14706,인수인계
14707,등록
14708,주작
14709,졸업
14710,딱이
14711,남녀
14712,기본적
14713,성향
14714,차이
14715,관념
14716,여자
14717,불편
14718,남자
14719,소리
14720,반면
14721,남자
14722,불편
14723,소리
14724,소리
14725,구조
14726,능력
14727,애초
14728,초반
14729,손해
14730,본거
14731,생각
14732,상경
14733,대학
14734,버러지
14735,클럽
14736,중국인
14737,부동산
14738,매입
14739,상호주의
14740,중국인
14741,투표권
14742,울산
14743,거주
14744,조선족
14745,남자
14746,지진
14747,극우
14748,소수자
14749,경기도
14750,어린아이
14751,여성
14752,국민
14753,청원
14754,링크
14755,중도
14756,우파
14757,엄마
14758,막말
14759,사람
14760,퇴출
14761,우리나라
14762,중국
14763,찍소리
14764,중국인
14765,민족
14766,수준
14767,거지
14768,나라
14769,미국
14770,영국
14771,프랑스
14772,독일
14773,일본
14774,어깨
14775,사람
14776,나라
14777,부류
14778,조직
14779,반성
14780,미래
14781,걱정
14782,대책
14783,낙천적
14784,기만
14785,조선
14786,후기
14787,조선
14788,정도
14789,서양
14790,오랑캐
14791,나라
14792,정신
14793,승리
14794,개인
14795,차원
14796,낙관론
14797,비관론
14798,조직
14799,차원
14800,비관
14801,주의자
14802,도움
14803,의원
14804,방탄
14805,결국
14806,군대
14807,바람
14808,주범
14809,자멸
14810,동성애
14811,전우애
14812,해병
14813,존안
14814,행위
14815,윤허
14816,문의
14817,허가
14818,그룹
14819,외국인
14820,소니
14821,두지
14822,거리
14823,민국
14824,숫자
14825,중요
14826,태국
14827,베트남
14828,공과
14829,사도
14830,구분
14831,민족
14832,나라
14833,인정
14834,거지
14835,방탄
14836,문제
14837,방탄
14838,창출
14839,경제
14840,효과
14841,일리
14842,올림픽
14843,국가
14844,재정
14845,도움
14846,방탄
14847,하자
14848,아이
14849,할거
14850,국가
14851,고령화
14852,징집
14853,기간
14854,연령
14855,여자
14856,징병
14857,생각
14858,이건
14859,시나리오
14860,중국
14861,참전
14862,이전
14863,전쟁
14864,시나리오
14865,군대
14866,이유
14867,입법
14868,대체
14869,군대
14870,사람
14871,문제
14872,의식
14873,이유
14874,북한
14875,대응
14876,가야
14877,보상
14878,손해
14879,문제
14880,손해
14881,개인
14882,손해
14883,국가적
14884,손해
14885,국가
14886,투자
14887,엘리트
14888,스포츠
14889,면제
14890,이제
14891,국가
14892,투자
14893,남자
14894,국가
14895,도움
14896,생각
14897,국가
14898,목걸이
14899,국가
14900,개가
14901,분위기
14902,여자
14903,군대
14904,관련
14905,찍소리
14906,뷔페
14907,정서
14908,여자
14909,군대
14910,가지
14911,여자
14912,군대
14913,이상
14914,사안
14915,방향
14916,이상
14917,방탄
14918,여자
14919,입장
14920,전자
14921,후자
14922,반반
14923,여론
14924,고려
14925,여성
14926,징병
14927,여론
14928,여자
14929,필요
14930,핑계
14931,이상
14932,개인
14933,거지
14934,블랙
14935,핑크
14936,배출
14937,태국
14938,태국
14939,문화
14940,생각
14941,거세
14942,말자
14943,이참
14944,여자
14945,군대
14946,공과
14947,사도
14948,구분
14949,나라
14950,민족
14951,돼지
14952,출격
14953,순간
14954,한국인
14955,중국인
14956,특징
14957,마음
14958,만국
14959,공통
14960,좌표
14961,욕설
14962,도배
14963,세계
14964,한국인
14965,중국인
14966,스타
14967,개미
14968,개함
14969,중국
14970,결혼
14971,개소리
14972,실제
14973,영향력
14974,감수
14975,사람
14976,이대
14977,취급
14978,정신적
14979,성별
14980,여자
14981,징병
14982,입장
14983,보통
14984,정도
14985,정도
14986,젠더
14987,관련
14988,조롱
14989,키보드
14990,한데
14991,아이스크림
14992,젠더
14993,감당
14994,불가
14995,인종
14996,청소
14997,행보
14998,나치
14999,유일
15000,이번
15001,여가
15002,폐지
15003,역대
15004,통일부
15005,국방부
15006,거지
15007,벨기에
15008,손목
15009,생각
15010,치가
15011,사람
15012,시체
15013,처리
15014,수용소
15015,임팩트
15016,백인
15017,남자
15018,대학교
15019,딴소리
15020,대한민국
15021,현주소
15022,잠재적
15023,꽃뱀
15024,여성
15025,본인
15026,꽃뱀
15027,증명
15028,시민
15029,의무
15030,두개
15031,인간
15032,잠재적
15033,분란
15034,조장
15035,자가
15036,자신
15037,극단적
15038,페미니스트
15039,사회
15040,악영향
15041,사실
15042,증명
15043,노력
15044,미국
15045,조지
15046,마약
15047,자동차
15048,총질
15049,흑인
15050,달라
15051,내가
15052,선량
15053,미국인
15054,증명
15055,실천
15056,교수
15057,처분
15058,한남
15059,가짜
15060,뉴스
15061,선동
15062,체감
15063,나랏님
15064,왜놈
15065,한남
15066,사람
15067,면제
15068,단칸방
15069,부모
15070,가정
15071,현역
15072,입대
15073,한남동
15074,아파트
15075,거주
15076,주민
15077,센터
15078,체육계
15079,마찬가지
15080,공익
15081,수술
15082,상태
15083,군대
15084,엘리트
15085,체육
15086,이상
15087,재발
15088,뼛조각
15089,제거
15090,수술
15091,공익
15092,전문
15093,특혜
15094,생각
15095,성별
15096,면제
15097,동급
15098,생각
15099,능지
15100,수준
15101,심각
15102,군대
15103,안가
15104,생각
15105,사람
15106,평준화
15107,지역
15108,평준화
15109,지역
15110,지역
15111,공부
15112,특정
15113,개교
15114,아미
15115,유재
15116,아미
15117,재석
15118,애초
15119,돌이
15120,대중
15121,돌이
15122,빅뱅
15123,대중
15124,돌이
15125,시티
15126,대중
15127,아이
15128,수준
15129,예시
15130,생각
15131,군대
15132,시절
15133,기준
15134,소나
15135,시절
15136,노예
15137,어떡
15138,남자
15139,의무
15140,대지
15141,여자
15142,입대
15143,법안
15144,발의
15145,해보
15146,애초
15147,여자
15148,군대
15149,얘기
15150,시브
15151,의무
15152,지고
15153,혜택
15154,인터넷
15155,여자애
15156,특징
15157,오해
15158,무엇
15159,오빠
15160,혜택
15161,하루
15162,여자
15163,내면
15164,불당
15165,돼지
15166,컨텐츠
15167,내가
15168,일일
15169,돼지
15170,남도
15171,이분
15172,닉네임
15173,출근
15174,사람
15175,자랑
15176,이유
15177,본인
15178,내심
15179,군대
15180,마음
15181,남자
15182,연한
15183,이미지
15184,반대
15185,정치계
15186,언급
15187,내기
15188,면제
15189,혜택
15190,가능성
15191,기회
15192,초치
15193,아이
15194,여성
15195,징병
15196,제로
15197,여자애
15198,보이
15199,그룹
15200,군대
15201,니들
15202,방탄
15203,남자
15204,대치동
15205,수시
15206,실상
15207,내신
15208,문제
15209,수능
15210,킬러
15211,변형
15212,내신
15213,수준
15214,광주
15215,전교
15216,중간
15217,고사
15218,등급
15219,결국
15220,양아치
15221,이랑
15222,인생
15223,조짐
15224,나도
15225,대부
15226,경상도
15227,사투리
15228,전교
15229,계속
15230,등급
15231,정시
15232,수학
15233,산수
15234,겉핥기
15235,고가
15236,잘못
15237,전형
15238,수능
15239,따리
15240,시험
15241,수시
15242,프로
15243,수시
15244,준비
15245,공부
15246,머리
15247,나도
15248,수시
15249,주변
15250,수시
15251,사람
15252,수시
15253,한쪽
15254,주장
15255,사실
15256,관계
15257,스타
15258,등에
15259,오고
15260,대한민국
15261,절대
15262,남자
15263,한편
15264,잣대
15265,과거
15266,극성
15267,거랑
15268,그때
15269,사회
15270,주고
15271,단체
15272,인정
15273,주고
15274,정책
15275,지금
15276,혐오
15277,집단
15278,취급
15279,출산
15280,남자
15281,징집
15282,북한
15283,중국
15284,양성
15285,징병
15286,중하
15287,현실
15288,자각
15289,가능성
15290,현실
15291,경험
15292,남자
15293,여왕벌
15294,기분
15295,머스캣
15296,여초
15297,여초
15298,시하
15299,해충
15300,필요
15301,전쟁터
15302,지면
15303,쓰레기
15304,전쟁
15305,사회
15306,쓰레기
15307,이권
15308,장애
15309,트라
15310,우마
15311,몸뚱아리
15312,하나
15313,멸시
15314,생각
15315,노예
15316,신경
15317,현명
15318,여자
15319,속마음
15320,대가리
15321,사회적
15322,나이
15323,유학
15324,외국
15325,남자애
15326,한남
15327,여자
15328,사회적
15329,나이
15330,환상
15331,남자
15332,늙은이
15333,취급
15334,군대
15335,보정
15336,교환
15337,휴학
15338,개소리
15339,페미니즘
15340,잘못
15341,피해
15342,의식
15343,주입
15344,여성
15345,합리적
15346,선택
15347,군대
15348,피해
15349,의식
15350,주입
15351,군대
15352,정년
15353,손해
15354,여자
15355,정년
15356,사람
15357,비율
15358,돈지
15359,생각
15360,정년
15361,손해
15362,초반
15363,황금기
15364,손해
15365,상해
15366,위험
15367,강제
15368,노역
15369,고통
15370,자체
15371,학계
15372,전문직
15373,남자
15374,사람
15375,비율
15376,직종
15377,여성
15378,출산
15379,육아
15380,기간
15381,커리어
15382,손상
15383,꼬리
15384,꼬리
15385,양성
15386,징병
15387,남녀
15388,의무
15389,사용
15390,출산
15391,가구
15392,세금
15393,생산적
15394,논의
15395,부족
15396,자원
15397,시간
15398,의식
15399,주입
15400,낭비
15401,사회
15402,남자
15403,경향
15404,개인적
15405,생각
15406,전역
15407,생각
15408,여자
15409,사회적
15410,나이
15411,인정
15412,받자
15413,피해
15414,의식
15415,남자
15416,이유
15417,손해
15418,반박
15419,피해
15420,의식
15421,프레임
15422,지리
15423,피해
15424,의식
15425,혜택
15426,병역
15427,무임승차
15428,니들
15429,차별
15430,머릿수
15431,군대
15432,작동
15433,정지
15434,환장
15435,자랑
15436,정신
15437,성인
15438,자랑
15439,자야
15440,이유
15441,성인
15442,능지
15443,문제
15444,페미니즘
15445,내가
15446,다가
15447,기분
15448,지인
15449,장례식
15450,애초
15451,수업
15452,조교
15453,사이코
15454,패스
15455,출신
15456,대학원
15457,인성
15458,장난
15459,기사
15460,자충수
15461,여경
15462,추고
15463,계급
15464,특진
15465,전진
15466,영상
15467,특진
15468,돼지
15469,남도
15470,계획
15471,존재
15472,출근
15473,구독
