0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
부모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
휴학,추천,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
말투,맞춤법,대학생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인척,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코로나,백신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학창,시절,급식,전교생,추고,이수,원래,성격,스트레스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
식이,잔교,등수,나라,나라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
틀니,공운,아세,공대,학생회,공대,총학생회장,배출,나름,학생,사회,자부심,이번,일은,수치,,,,,,,,,,,,,,,,,,,,,,,,,,
학생회,고인물,새내기,절반,이상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학생,평가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대체,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감사,나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코로나,학번,후배,중요성,현생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학교,과반,회장단,임의,전전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성숙,포인트,나이,성숙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상추,고기,한입,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기분,존중,따니,딱이,진상,마라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울,시장,부산,시장,싹쓸이,남성,지지도,남성,쓰레기,세대,의도,자료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학년,대학,가본,급식,충이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오랜만,당황,비하,발언,정상적,본적,비하,발언,기분,비정상,신경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
게이,정병,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
타령,도태,한남,타령,동급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
언어,선택,제정신,한데,남자,다임,트라,완전,리다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
말로,나이,연애,상대,결혼,상대,고려,방구석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
환장,다음,부자,아재,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도태,운운,건강,자존,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세대,마음,예정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여혐,밥통,공무원,여자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가해자,제압,아부지,특채,선발,경찰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보기,친구,모종,근거,판단,판단,연애,결혼,최선,여자,나이,반복,운하,게시물,트라,내서,나이,가정,결혼,유리,불리,논의,,,,,,,,,,,,,,,,,,,
막걸리,주제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아저씨,여자,나이,타령,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남자,여자,용어,저급,하단,진심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도태,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남자,도태,남도,엄마,여동생,입장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오빠,틀니,압수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
거리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
분지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
그때,항의,차치,피차,꼰대,발상,탁상,행정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남자,여자,고정관념,타이틀,정부,정치인,체감,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학년,전공,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
단과대,전공,니들,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예전,기준,폭격,스승,기준,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교수님,거지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부조리,선배,학부,사이,꼰대,학과,분위기,개인,병원,교수님,학부,수직적,관계,담임,반도,후배,단체,행동,도움,학부,선배,꼰대,,,,,,,,,,,,,,,,,,,
학번,차원,총대,아이디,수합해,공유,드라이브,선배,총대,공부,자료,시스템,휴학,다음,학번,초대,과목,공부,자료,타과,교양,어스,접속,빈도,드라이브,접속,빈도,일걸,학부,사이,꼰대,사이,학번,차원,체계화,의치,동아리,지인,알음,알음,
어이,이득,남자,정작,피해,남자,어이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밥통,기존,교수,이상,결국,세대,남자,보상,세대,남자,전가,게다,박사,과정,재학생,성비,고려,기존,교수,남자,압도적,불리,부당,차별,,,,,,,,,,,,,,,,,
미필,파티,생산적,이진,군대,부조리,핸드폰,캠핑,군대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
적폐,본과,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
군대,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어이,웃음,과거,세대,꼰대,여자,배제,신규,채용,지랄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노인,보수,지지,프레임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
집단,이기주의,진보,대학생,아들딸,의대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남자,꼰대,여자,상종,가치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,남자,군대,고생,군대,군대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
징병,군대,캠프,남자,군대,이기,가짜,사나이,유행,차서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
늙은이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커플,투인,급식,양아치,퀄리티,난장판,개판,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이해,남자,일반적,여자,허구,여자,찬양,여자,취급,현실,이상형,매력,선호,여자,사랑,만난,여자,정형,얘기,설명,,,,,,,,,,,,,,,,,,,,,
우리나라,특유,나이,집착,세계,결혼,적령기,나라,우리나라,남자,환장,미혼,나라,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순수,천재,정작,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
탈모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
틀니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,엉덩이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인간,나이,상황,불이,기본,행동,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교권,체벌,부활,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어르신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남자애,사춘기,여성,진심,후반,싸움,악력,대결,여자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대생,관음,망상,도태,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만화,말년,아재,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
돌이,돌이,능력,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
불편,나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부모님,직업,사고방식,이해,거지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
돌이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가루,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대여자,늙은이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현생,혼비백산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화석,미안,인터넷,대가리,나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어린놈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
철회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학번,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반적,정서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
침저,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아청,구분,어린애,성징,서양,시청,징역,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수능,냄새,수능,냄새,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,꼰대,꼰대,한마디,공지,이득,능력,대학생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
겸손,지네,어른,꼰대,차이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충격,네이버,구세대,이상,하루,종일,인생,시궁창,남자,범죄,뉴스,남자,주변,이성,친구,,,,,,,,,,,,,,,,,,,,,,,,,,
진영,논리,나라,남자,집단,여자,집단,이득,남자,자랑,남자,이득,남자,차별,여자,현세대,남자,여자,남성,집단,이득,남성,집단,이익,,,,,,,,,,,,,,,,,
주변,친구,얘기,공통,지인,신경,이별,자신,애새끼,신경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,꼰대,장소,구분,인간,짐승,구분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
딱이,거지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여자,담배,지랄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여자,남자,흡연,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,커버,매력,와인,막걸리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옛날,채플,연예인,노래,진화론,창조론,논란,중심,중심부,내서,강제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세연,늙은이,분위기,재학생,코메디,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만난,인격,점수,대학생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
접종,클럽,대선,이득,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마인드,틀니,압수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이디,사서,아재,정부,방역,국민,그중,대지,자영업,의료계,종사자,인건,스트레스,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대가리,양아치,꼰대,늙다리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
얼굴,초반,모습,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,공격,나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발림,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,문화,타파,앞장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,거구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화,제약,사과,경영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인거,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안녕,하세,어르신,틀니,파이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장담,자칭,학번,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태극기,딱이,개선,주장,남자,의견,반대,반박,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학번,송도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학번,송도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세대,요새,스마트,발작,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
요새,군대,얘기,꼰대,전략,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
논리,당시,수능,만점,꼰대,기질,정신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
급식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,깡패,얼굴,깡패,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
말투,진보,대학생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대학생,나이,저격,친구,영어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남녀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아저,할아버지,남녀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여자,남자,아재,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
군바리,군바리,후배,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이상,남성,권리,정상,추락,남자,상태,경제,병역,남녀,금전,부담,변화,상대적,남자,폭발,,,,,,,,,,,,,,,,,,,,,,,,,
지방,산골,가면,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,대가리,유예,하렴,감사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
합작,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예비,한남,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,남성,프레임,정확,입각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
극우,커뮤니티,니야,세대,주변,민주당,꼰대,보수,중년,보수,민주당,주변,어른,꼰대,내용,베스트셀러,내용,,,,,,,,,,,,,,,,,,,,,,,,
국가,사회,도덕적,우월감,합리화,운동권,출신,아마추어,정부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
온라인,현생,인류,사상,싸가지,애새끼,구도,인진,마지막,문단,말투,쉰내,딱이,자기편,,,,,,,,,,,,,,,,,,,,,,,,,,,
싸가지,애새끼,인류,사상,세대,세대,갈등,합리,공정,준석,지지율,조민,집값,열정,가족,중소기업,이기적,노력,안하,세대,혐오,프레임,지가,기만,동감,논의,주변,보기,딱이,어른,반박,거지,,,,,,,,,
위험,주제,예상,당장,마디,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원래,세대,불문,꼰대,사회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,혐오,문화,개인,주의,세대,가치,무시,개인,개성,무시,복종,순응,세대,행동,집단주의,문화,형성,사회적,폐단,,,,,,,,,,,,,,,,,,,,,
꼰대,커트,라인,아진,사회,변화,수순,당장,대기업,수직적,업무,구조,효율성,한계,수평적,업무,구조,변화,시국,커트,라인,논지,이해,의문,포함,세대,재단,반발,해서,,,,,,,,,,,,
나이,꼰대,어린놈,정치적,우월,세대,무시,세대,무시,서술,세대,세대,인식,얘기,인터넷,,,,,,,,,,,,,,,,,,,,,,,,,,
온라인,감정,쓰레기통,사회,생활,무시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
바람,중년,세대,남자,대입,마라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밑글,눈치,풍파,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기획,포스트,코로나,기획,장구,국내,최초,사이버,플랫폼,한국,오케이,예산,투입,회사,,,,,,,,,,,,,,,,,,,,,,,,,,,
애새끼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미성년,자가,미친놈,간호사,음란물,여부,상품화,동의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대학원,마인드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지능,학교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학문,공론,라도,존중,학부,학년,동안,아무것,수록,고개,형제,이야기,기분,미안,학교,장신,대학원,목회,신학,여정,선배,꼰대,,,,,,,,,,,,,,,,,,,
교수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,집단,경험,아래,기수,꼰대,문화,부활,나라,꼰대,문화,개혁,잡고,가야,시작,,,,,,,,,,,,,,,,,,,,,,,,,,
마블,강의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이,나이,랄로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청산,거제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
된장찌개,쉰내,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
요새,착각,기사,이해,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
자기,객관화,아재,공포,당황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
틀니,쉰내,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,기질,보수,주의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
미디어,의심,여장,남자,개념,의심,남자,여자,방송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세대,입학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
딱이,웃기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학번,친구,보통,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
친구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애새끼,안달,안달,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연한,실천,꼰대,꼰대,구별,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노친네,집단,삶이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인증,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대학교,지역감정,노예,인가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,얼마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교양,전공,전공,한번,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여자,남녀,네이버,기사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경문,분석,얘기,시대,흐름,고인물,노망,구석기,감독,이순,후배,선배,위상,선수,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
틀니,압수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새내기,가본,새내기,순수,내기,이용,자만,진정,새내,기라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
딱이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,연경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
몰상식,아재,상담,무시,경향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
요새,스포츠,인식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남자,방구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제목,노인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
줄임말,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지랄,코로나,이상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목숨,세대,목숨,산업화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,무례,직함,구별,인간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정치,소라,진지,여시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중학생,남자,대학,애새끼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
결혼,출산,유지,꼰대,성장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후반,중반,고인물,업계,트레이너,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
급식,관심,망상,대형,방송사,라니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신조어,기성세대,꼰대,폭력,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대책,영국,나라,가계,생업,나라,원망,기가,대보면,한숨,정부,이래,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
요약,정부,늙은이,분노,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경제,생활,나이,중고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
말투,감성,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화석,그때,전역,연애,학점,기기,연애,연애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쉰내,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여사,여경,비하,모순적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,버릇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소리야,메신저,공격,꼰대,버릇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가정,교육,수강,수강,차감,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이,버릇,부모,음식,게걸,스승,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아저씨,할아버지,학력자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남자,선생님,남자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상대방,잔소리,기분,동의,나중,한말,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,기질,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,동생,친동생,조언,꼰대,기질,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
친동생,조언,상대,회사,나이,욕해,미안,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,명품,데이트,센스,결혼,상대,결혼,상대,절대,꼰대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꼰대,한참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가면,아재,가능,가능,에이,프릴,진솔,가가,아재,연예인,감수,염불,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대다수,착즙,후반,후반,외모,기대,외모,관리,관리,성수기,성수기,구분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학번,로드,개꿀,다면,대면,정당화,새내기,학번,비하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학번,늙은이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
할아버지,다음,기회,외국,인간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경애,원래,자신,학과,출신,학부,생이,장관,교수,총장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이,공동,주택,개념,잘못,거지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
맞춤법,한국어,공부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수능,고사,한국사,고사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학번,꼰대,상대,새내,어린놈,취급,보소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가짜,뉴스,튜브,애청,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
급식,저격,감성,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
급식,교양,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대가,클럽,여행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지지,방역,마음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마인드,마인드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마인드,증명,제출,피해,신경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
후반,인생,초반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
